date,start,high,low,volume,close
2021-08-11,79600,79800,78500,30241137,78500
2021-08-11,79600,79800,78500,30241137,78500
2021-08-12,77100,78200,76900,42365223,77000
2021-08-12,77100,78200,76900,42365223,77000
2021-08-13,75800,76000,74100,61270643,74400
2021-08-13,75800,76000,74100,61270643,74400
2021-08-17,74000,75100,74000,30944847,74200
2021-08-17,74000,75100,74000,30944847,74200
2021-08-18,73900,74600,73100,29192631,73900
2021-08-18,73900,74600,73100,29192631,73900
2021-08-19,73500,74400,73100,22166298,73100
2021-08-19,73500,74400,73100,22166298,73100
2021-08-20,73500,73900,72500,22364803,72700
2021-08-20,73500,73900,72500,22364803,72700
2021-08-23,73300,74000,73000,19384648,73300
2021-08-23,73300,74000,73000,19384648,73300
2021-08-24,73900,75700,73900,21016913,75600
2021-08-24,73900,75700,73900,21016913,75600
2021-08-25,76200,76600,74900,22319664,75700
2021-08-25,76200,76600,74900,22319664,75700
2021-08-26,76100,76200,74600,16671494,74600
2021-08-26,76100,76200,74600,16671494,74600
2021-08-27,74300,75000,73800,15172748,74300
2021-08-27,74300,75000,73800,15172748,74300
2021-08-30,75400,75500,74200,12686999,74600
2021-08-30,75400,75500,74200,12686999,74600
2021-08-31,74900,76700,74300,24630370,76700
2021-08-31,74900,76700,74300,24630370,76700
2021-09-01,76700,77100,75900,16114775,76800
2021-09-01,76700,77100,75900,16114775,76800
2021-09-02,76800,76800,75700,15347486,76000
2021-09-02,76800,76800,75700,15347486,76000
2021-09-03,76400,76700,76000,12096419,76600
2021-09-03,76400,76700,76000,12096419,76600
2021-09-06,76800,77600,76600,12861180,77300
2021-09-06,76800,77600,76600,12861180,77300
2021-09-07,77100,77100,75900,13239401,76100
2021-09-07,77100,77100,75900,13239401,76100
2021-09-08,76000,76400,75600,11798147,76300
2021-09-08,76000,76400,75600,11798147,76300
2021-09-09,76400,76600,75000,17600770,75300
2021-09-09,76400,76600,75000,17600770,75300
2021-09-10,75300,75600,74800,10103212,75300
2021-09-10,75300,75600,74800,10103212,75300
2021-09-13,75200,76300,75100,11397775,76300
2021-09-13,75200,76300,75100,11397775,76300
2021-09-14,77100,77700,76600,18167057,76600
2021-09-14,77100,77700,76600,18167057,76600
2021-09-15,77400,77400,76400,12829128,77000
2021-09-15,77400,77400,76400,12829128,77000
2021-09-16,77300,77400,76100,13067622,76100
2021-09-16,77300,77400,76100,13067622,76100
2021-09-17,76300,77200,75900,16289502,77200
2021-09-17,76300,77200,75900,16289502,77200
2021-09-23,77500,77600,76800,17055590,77400
2021-09-23,77500,77600,76800,17055590,77400
2021-09-24,77600,77700,77100,12247274,77300
2021-09-24,77600,77700,77100,12247274,77300
2021-09-27,77300,77700,77000,11699798,77700
2021-09-27,77300,77700,77000,11699798,77700
2021-09-28,77700,77800,76200,15406382,76300
2021-09-28,77700,77800,76200,15406382,76300
2021-09-29,74800,75300,73800,23992458,74100
2021-09-29,74800,75300,73800,23992458,74100
2021-09-30,74300,74800,73700,19919361,74100
2021-09-30,74300,74800,73700,19919361,74100
2021-10-01,73900,74000,72900,15803395,73200
2021-10-01,73900,74000,72900,15803395,73200
2021-10-05,73000,73000,71400,24013921,72200
2021-10-05,73000,73000,71400,24013921,72200
2021-10-06,72600,72800,71200,18956962,71300
2021-10-06,72600,72800,71200,18956962,71300
2021-10-07,71600,72100,71300,13683532,71600
2021-10-07,71600,72100,71300,13683532,71600
2021-10-08,72300,72400,71500,14043287,71500
2021-10-08,72300,72400,71500,14043287,71500
2021-10-12,70700,70900,68700,31001484,69000
2021-10-12,70700,70900,68700,31001484,69000
2021-10-13,68700,69600,68300,24172015,68800
2021-10-13,68700,69600,68300,24172015,68800
2021-10-14,69000,69800,68800,19520641,69400
2021-10-14,69000,69800,68800,19520641,69400
2021-10-15,70200,71000,70000,18051612,70100
2021-10-15,70200,71000,70000,18051612,70100
2021-10-18,70200,70300,69200,13486391,70200
2021-10-18,70200,70300,69200,13486391,70200
2021-10-19,70800,71000,70400,9507991,70600
2021-10-19,70800,71000,70400,9507991,70600
2021-10-20,70700,71000,70200,10151638,70300
2021-10-20,70700,71000,70200,10151638,70300
2021-10-21,70300,70600,70000,10891094,70200
2021-10-21,70300,70600,70000,10891094,70200
2021-10-22,70000,70700,70000,8395448,70400
2021-10-22,70000,70700,70000,8395448,70400
2021-10-25,69900,70600,69500,10029621,70200
2021-10-25,69900,70600,69500,10029621,70200
2021-10-26,70600,71500,70400,10528252,71100
2021-10-26,70600,71500,70400,10528252,71100
2021-10-27,71000,71000,70000,10295316,70100
2021-10-27,71000,71000,70000,10295316,70100
2021-10-28,69500,72200,69500,20644902,70700
2021-10-28,69500,72200,69500,20644902,70700
2021-10-29,71200,71600,69700,17016151,69800
2021-10-29,71200,71600,69700,17016151,69800
2021-11-01,70200,70600,69900,11503729,69900
2021-11-01,70200,70600,69900,11503729,69900
2021-11-02,70800,72200,70700,16812570,71500
2021-11-02,70800,72200,70700,16812570,71500
2021-11-03,71700,71700,70100,12770428,70400
2021-11-03,71700,71700,70100,12770428,70400
2021-11-04,71200,71600,70500,11818987,70600
2021-11-04,71200,71600,70500,11818987,70600
2021-11-05,71600,71600,70200,12667743,70200
2021-11-05,71600,71600,70200,12667743,70200
2021-11-08,70400,70600,69800,11121981,70600
2021-11-08,70400,70600,69800,11121981,70600
2021-11-09,70300,71000,70100,11159589,70500
2021-11-09,70300,71000,70100,11159589,70500
2021-11-10,70300,70900,70200,9422009,70200
2021-11-10,70300,70900,70200,9422009,70200
2021-11-11,69900,70000,69600,11489122,69900
2021-11-11,69900,70000,69600,11489122,69900
2021-11-12,70200,70900,69900,10087450,70600
2021-11-12,70200,70900,69900,10087450,70600
2021-11-15,71700,71900,70900,12420710,71400
2021-11-15,71700,71900,70900,12420710,71400
2021-11-16,71500,72000,71300,10919239,71300
2021-11-16,71500,72000,71300,10919239,71300
2021-11-17,71300,71600,70600,11027606,70700
2021-11-17,71300,71600,70600,11027606,70700
2021-11-18,70700,71000,70200,10144957,70200
2021-11-18,70700,71000,70200,10144957,70200
2021-11-19,70400,71400,70100,11954728,71200
2021-11-19,70400,71400,70100,11954728,71200
2021-11-22,73300,75200,73000,27506623,74900
2021-11-22,73300,75200,73000,27506623,74900
2021-11-23,76000,76000,74500,22029195,75300
2021-11-23,76000,76000,74500,22029195,75300
2021-11-24,76000,76200,74100,15652305,74800
2021-11-24,76000,76200,74100,15652305,74800
2021-11-25,75100,75100,73600,12559258,73700
2021-11-25,75100,75100,73600,12559258,73700
2021-11-26,73500,74100,72000,13002242,72300
2021-11-26,73500,74100,72000,13002242,72300
2021-11-29,71700,73000,71400,16682559,72300
2021-11-29,71700,73000,71400,16682559,72300
2021-11-30,73200,73900,70500,30364841,71300
2021-11-30,73200,73900,70500,30364841,71300
2021-12-01,72000,74800,71600,21954856,74400
2021-12-01,72000,74800,71600,21954856,74400
2021-12-02,73900,75800,73800,23652940,75800
2021-12-02,73900,75800,73800,23652940,75800
2021-12-03,75600,76000,74100,18330240,75600
2021-12-03,75600,76000,74100,18330240,75600
2021-12-06,75100,76700,74900,16391250,76300
2021-12-06,75100,76700,74900,16391250,76300
2021-12-07,76100,77700,75600,19232453,77400
2021-12-07,76100,77700,75600,19232453,77400
2021-12-08,78300,78600,77100,21558340,77400
2021-12-08,78300,78600,77100,21558340,77400
2021-12-09,77400,78200,77000,21604528,78200
2021-12-09,77400,78200,77000,21604528,78200
2021-12-10,77400,77600,76800,9155219,76900
2021-12-10,77400,77600,76800,9155219,76900
2021-12-13,77200,78300,76500,15038750,76800
2021-12-13,77200,78300,76500,15038750,76800
2021-12-14,76500,77200,76200,10976660,77000
2021-12-14,76500,77200,76200,10976660,77000
2021-12-15,76400,77600,76300,9584939,77600
2021-12-15,76400,77600,76300,9584939,77600
2021-12-16,78500,78500,77400,11996128,77800
2021-12-16,78500,78500,77400,11996128,77800
2021-12-17,76800,78000,76800,13108479,78000
2021-12-17,76800,78000,76800,13108479,78000
2021-12-20,77600,77800,76800,11264375,77100
2021-12-20,77600,77800,76800,11264375,77100
2021-12-21,77900,78300,77500,14245298,78100
2021-12-21,77900,78300,77500,14245298,78100
2021-12-22,78900,79400,78800,17105892,79400
2021-12-22,78900,79400,78800,17105892,79400
2021-12-23,79800,80000,79300,13577498,79900
2021-12-23,79800,80000,79300,13577498,79900
2021-12-24,80200,80800,80200,12086380,80500
2021-12-24,80200,80800,80200,12086380,80500
2021-12-27,80600,80600,79800,10783368,80200
2021-12-27,80600,80600,79800,10783368,80200
2021-12-28,80200,80400,79700,18226325,80300
2021-12-28,80200,80400,79700,18226325,80300
2021-12-29,80200,80200,78500,19794795,78800
2021-12-29,80200,80200,78500,19794795,78800
2021-12-30,78900,79500,78100,14236700,78300
2021-12-30,78900,79500,78100,14236700,78300
2022-01-03,79400,79800,78200,13502112,78600
2022-01-03,79400,79800,78200,13502112,78600
2022-01-04,78800,79200,78300,12427416,78700
2022-01-04,78800,79200,78300,12427416,78700
2022-01-05,78800,79000,76400,25470640,77400
2022-01-05,78800,79000,76400,25470640,77400
2022-01-06,76700,77600,76600,12931954,76900
2022-01-06,76700,77600,76600,12931954,76900
2022-01-07,78100,78400,77400,15163757,78300
2022-01-07,78100,78400,77400,15163757,78300
2022-01-10,78100,78100,77100,9947422,78000
2022-01-10,78100,78100,77100,9947422,78000
2022-01-11,78400,79000,78000,13221123,78900
2022-01-11,78400,79000,78000,13221123,78900
2022-01-12,79500,79600,78600,11000502,78900
2022-01-12,79500,79600,78600,11000502,78900
2022-01-13,79300,79300,77900,13889401,77900
2022-01-13,79300,79300,77900,13889401,77900
2022-01-14,77700,78100,77100,10096725,77300
2022-01-14,77700,78100,77100,10096725,77300
2022-01-17,77600,77800,76900,8785122,77500
2022-01-17,77600,77800,76900,8785122,77500
2022-01-18,77600,77800,76600,9592788,77000
2022-01-18,77600,77800,76600,9592788,77000
2022-01-19,76500,76900,76100,10598290,76300
2022-01-19,76500,76900,76100,10598290,76300
2022-01-20,76200,76700,75900,9708168,76500
2022-01-20,76200,76700,75900,9708168,76500
2022-01-21,75800,75800,74700,15774888,75600
2022-01-21,75800,75800,74700,15774888,75600
2022-01-24,75400,75800,74700,13691134,75100
2022-01-24,75400,75800,74700,13691134,75100
2022-01-25,74800,75000,73200,17766704,74000
2022-01-25,74800,75000,73200,17766704,74000
2022-01-26,73900,74400,73100,12976730,73300
2022-01-26,73900,74400,73100,12976730,73300
2022-01-27,73800,74000,71300,22274777,71300
2022-01-27,73800,74000,71300,22274777,71300
2022-01-28,71300,73700,71200,21367447,73300
2022-01-28,71300,73700,71200,21367447,73300
2022-02-03,74900,74900,73300,17744721,73300
2022-02-03,74900,74900,73300,17744721,73300
2022-02-04,74300,74600,73400,12730034,74000
2022-02-04,74300,74600,73400,12730034,74000
2022-02-07,73500,73600,72400,14240838,73000
2022-02-07,73500,73600,72400,14240838,73000
2022-02-08,73800,74200,73000,11736666,73500
2022-02-08,73800,74200,73000,11736666,73500
2022-02-09,74300,74700,74000,9699122,74700
2022-02-09,74300,74700,74000,9699122,74700
2022-02-10,75600,75800,74700,17746033,75400
2022-02-10,75600,75800,74700,17746033,75400
2022-02-11,75000,75500,74600,12205407,74900
2022-02-11,75000,75500,74600,12205407,74900
2022-02-14,74400,74500,73100,13993255,73700
2022-02-14,74400,74500,73100,13993255,73700
2022-02-15,74100,74200,73100,9320365,73700
2022-02-15,74100,74200,73100,9320365,73700
2022-02-16,74600,74900,74200,10767386,74800
2022-02-16,74600,74900,74200,10767386,74800
2022-02-17,75000,75600,74500,13605382,75000
2022-02-17,75000,75600,74500,13605382,75000
2022-02-18,74600,74800,73700,10122226,74300
2022-02-18,74600,74800,73700,10122226,74300
2022-02-21,73200,74300,72600,10489717,74200
2022-02-21,73200,74300,72600,10489717,74200
2022-02-22,73000,73400,72800,11692469,73400
2022-02-22,73000,73400,72800,11692469,73400
2022-02-23,73800,73800,72800,10397964,73000
2022-02-23,73800,73800,72800,10397964,73000
2022-02-24,72300,72300,71300,15759283,71500
2022-02-24,72300,72300,71300,15759283,71500
2022-02-25,72100,72600,71900,13168484,71900
2022-02-25,72100,72600,71900,13168484,71900
2022-02-28,71100,72100,71000,17781783,72100
2022-02-28,71100,72100,71000,17781783,72100
2022-03-02,72300,72400,71500,12481430,71700
2022-03-02,72300,72400,71500,12481430,71700
2022-03-03,72300,73100,72200,13232638,72900
2022-03-03,72300,73100,72200,13232638,72900
2022-03-04,72700,72700,71200,13409634,71500
2022-03-04,72700,72700,71200,13409634,71500
2022-03-07,70000,70600,69900,18617138,70100
2022-03-07,70000,70600,69900,18617138,70100
2022-03-08,68800,70000,68700,15828269,69500
2022-03-08,68800,70000,68700,15828269,69500
2022-03-10,70800,71200,70500,21159248,71200
2022-03-10,70800,71200,70500,21159248,71200
2022-03-11,70500,70700,69700,15787655,70000
2022-03-11,70500,70700,69700,15787655,70000
2022-03-14,70000,70200,69600,9040993,70200
2022-03-14,70000,70200,69600,9040993,70200
2022-03-15,69800,70100,69500,10258562,69500
2022-03-15,69800,70100,69500,10258562,69500
2022-03-16,70200,70500,69700,10175750,70400
2022-03-16,70200,70500,69700,10175750,70400
2022-03-17,71200,71800,70900,17646315,71200
2022-03-17,71200,71800,70900,17646315,71200
2022-03-18,70600,70900,70200,14410038,70700
2022-03-18,70600,70900,70200,14410038,70700
2022-03-21,70900,71000,69900,11169002,69900
2022-03-21,70900,71000,69900,11169002,69900
2022-03-22,69900,70500,69900,9402666,70300
2022-03-22,69900,70500,69900,9402666,70300
2022-03-23,70600,71200,70300,12398025,70500
2022-03-23,70600,71200,70300,12398025,70500
2022-03-24,69600,70300,69600,37943357,69800
2022-03-24,69600,70300,69600,37943357,69800
2022-03-25,70100,70200,69600,12986010,69800
2022-03-25,70100,70200,69600,12986010,69800
2022-03-28,69500,69900,69200,12619289,69700
2022-03-28,69500,69900,69200,12619289,69700
2022-03-29,70000,70300,69800,13686208,70200
2022-03-29,70000,70300,69800,13686208,70200
2022-03-30,70300,70500,69800,12670187,69900
2022-03-30,70300,70500,69800,12670187,69900
2022-03-31,69900,70200,69600,12510366,69600
2022-03-31,69900,70200,69600,12510366,69600
2022-04-01,69500,69500,69000,15916846,69100
2022-04-01,69500,69500,69000,15916846,69100
2022-04-04,68900,69300,68600,11107905,69300
2022-04-04,68900,69300,68600,11107905,69300
2022-04-05,69400,69600,69100,8467248,69200
2022-04-05,69400,69600,69100,8467248,69200
2022-04-06,68600,68800,68500,15517308,68500
2022-04-06,68600,68800,68500,15517308,68500
2022-04-07,68500,68500,68000,20683327,68000
2022-04-07,68500,68500,68000,20683327,68000
2022-04-08,68100,68300,67700,15453191,67800
2022-04-08,68100,68300,67700,15453191,67800
2022-04-11,67800,68100,67400,12263735,67900
2022-04-11,67800,68100,67400,12263735,67900
2022-04-12,67600,67700,67000,13924389,67000
2022-04-12,67600,67700,67000,13924389,67000
2022-04-13,67300,69000,67200,17378619,68700
2022-04-13,67300,69000,67200,17378619,68700
2022-04-14,68700,68700,67500,16409494,67500
2022-04-14,68700,68700,67500,16409494,67500
2022-04-15,67200,67300,66500,13176415,66600
2022-04-15,67200,67300,66500,13176415,66600
2022-04-18,66500,67100,66100,10119203,66700
2022-04-18,66500,67100,66100,10119203,66700
2022-04-19,67100,68000,67000,12959434,67300
2022-04-19,67100,68000,67000,12959434,67300
2022-04-20,67000,67400,66500,16693293,67400
2022-04-20,67000,67400,66500,16693293,67400
2022-04-21,67600,68300,67500,12847448,67700
2022-04-21,67600,68300,67500,12847448,67700
2022-04-22,67200,67300,66700,11791478,67000
2022-04-22,67200,67300,66700,11791478,67000
2022-04-25,66500,66700,66300,11016474,66300
2022-04-25,66500,66700,66300,11016474,66300
2022-04-26,66400,66700,66100,12946923,66100
2022-04-26,66400,66700,66100,12946923,66100
2022-04-27,65400,65500,64900,18122084,65000
2022-04-27,65400,65500,64900,18122084,65000
2022-04-28,65400,65500,64500,16895527,64800
2022-04-28,65400,65500,64500,16895527,64800
2022-04-29,65100,67600,65000,26190390,67400
2022-04-29,65100,67600,65000,26190390,67400
2022-05-02,66600,67600,66500,14106184,67300
2022-05-02,66600,67600,66500,14106184,67300
2022-05-03,67400,68400,67300,14168875,67500
2022-05-03,67400,68400,67300,14168875,67500
2022-05-04,68000,68400,67500,11505248,67900
2022-05-04,68000,68400,67500,11505248,67900
2022-05-06,67000,67100,66500,14356156,66500
2022-05-06,67000,67100,66500,14356156,66500
2022-05-09,66300,66900,66100,11858736,66100
2022-05-09,66300,66900,66100,11858736,66100
2022-05-10,65900,66300,65300,17235605,65700
2022-05-10,65900,66300,65300,17235605,65700
2022-05-11,65500,66300,65200,12330920,65700
2022-05-11,65500,66300,65200,12330920,65700
2022-05-12,65200,65500,64900,16414188,64900
2022-05-12,65200,65500,64900,16414188,64900
2022-05-13,65300,66700,65200,14551536,66500
2022-05-16,67100,67400,66100,11937555,66300
2022-05-17,66600,67900,66600,15680447,67600
2022-05-18,68300,68700,67600,16486319,68100
2022-05-19,66500,67600,66500,17073727,67500
2022-05-20,67800,68400,67700,12109671,68000
2022-05-23,68800,68800,67600,13684088,67900
2022-05-24,67500,67700,66500,15482576,66500
2022-05-25,66700,67100,65900,15150490,66400
2022-05-26,66300,67200,65500,15970890,65900
2022-05-27,66700,66900,66200,11405555,66500
2022-05-30,67500,67800,66900,14255484,67700
2022-05-31,67500,67500,66700,24365002,67400
2022-06-02,66600,67000,66400,14959443,66700
2022-06-03,67200,67300,66800,8222883,66800
2022-06-07,66200,66400,65400,19355755,65500
2022-06-08,65400,65700,65300,12483180,65300
2022-06-09,65100,65200,64500,25790725,65200
2022-06-10,64000,64400,63800,22193552,63800
2022-06-13,62400,62800,62100,22157816,62100
2022-06-14,61200,62200,61100,24606419,61900
2022-06-15,61300,61500,60200,26811224,60700
2022-06-16,61300,61800,60500,23394895,60900
2022-06-17,59400,59900,59400,29053450,59800
2022-06-20,59800,59900,58100,34111306,58700
2022-06-21,58700,59200,58200,25148109,58500
2022-06-22,59000,59100,57600,23334687,57600
2022-06-23,57700,58000,56800,28338608,57400
2022-06-24,57900,59100,57700,23256103,58400
2022-06-27,59000,59900,58300,18122236,58800
2022-06-28,59200,59500,58700,13540538,59400
2022-06-29,58500,58800,58000,14677138,58000
2022-06-30,57200,57600,57000,18915142,57000
2022-07-01,56900,57500,55900,24982097,56200
2022-07-04,56100,57400,55700,17807126,57100
2022-07-05,57600,58200,57200,14216539,57200
2022-07-06,57300,57300,56400,16820461,56400
2022-07-07,56400,58700,56300,21322833,58200
2022-07-08,58600,59300,58200,15339271,58700
2022-07-11,59300,59600,58700,13042624,58800
2022-07-12,58600,58700,58100,9336061,58100
2022-07-13,58300,58600,58000,10841315,58000
2022-07-14,57500,58200,57400,15067012,57500
2022-07-15,58400,60000,58100,18685583,60000
2022-07-18,60600,62000,60500,20832517,61900
2022-07-19,61400,61500,60200,15248261,60900
2022-07-20,61800,62100,60500,16782238,60500
2022-07-21,61100,61900,60700,12291374,61800
2022-07-22,61800,62200,61200,10261310,61300
2022-07-25,60900,61900,60800,9193681,61100
2022-07-26,60800,61900,60800,6597211,61700
2022-07-27,61300,61900,61200,7320997,61800
2022-07-28,62300,62600,61600,10745302,61900
2022-07-29,62400,62600,61300,15093120,61400
2022-08-01,61000,61700,60300,13154816,61300
2022-08-02,61200,61900,61000,13614895,61700
2022-08-03,61600,61600,61000,10053861,61300
2022-08-04,61700,61800,61200,9125439,61500
2022-08-05,61700,61900,61200,9567620,61500
2022-08-08,61400,61400,60600,11313150,60800
2022-08-09,60600,60700,59600,18251170,60000
2022-08-10,58900,59200,58600,18084349,59100
2022-08-11,59600,60000,59300,15141941,59900
2022-08-12,59500,60700,59400,10786658,60200
2022-08-16,60500,61600,60300,15036727,61000
2022-08-17,61100,61200,60300,9061518,60400
2022-08-18,60300,61900,60000,16372754,61500
2022-08-19,61400,61600,60600,6923679,60900
2022-08-22,60300,60400,59800,8259865,60000
2022-08-23,59000,59600,59000,9041629,59100
2022-08-24,59200,59500,59000,8888486,59000
2022-08-25,59200,59700,59000,5767902,59700
2022-08-26,60300,60900,59900,9499995,60000
2022-08-29,58700,58900,58600,9841329,58600
2022-08-30,58700,59000,58300,9690044,58800
2022-08-31,58200,59900,58200,14203512,59700
2022-09-01,58700,58900,58300,14905777,58400
2022-09-02,58300,58600,57500,15040310,57500
2022-09-05,57400,57800,56800,11425977,57100
2022-09-06,57200,57600,56900,7503086,57100
2022-09-07,56700,56700,55900,17384854,56000
2022-09-08,56200,56400,55600,18000016,55600
2022-09-13,57000,58500,56800,17166581,58100
2022-09-14,56200,57200,56100,12524961,56800
2022-09-15,57000,57100,56000,11664819,56000
2022-09-16,55600,56400,55500,13456503,56200
2022-09-19,56300,57000,56000,12278653,56400
2022-09-20,56400,57000,55800,14041465,55800
2022-09-21,55400,55500,55000,11863700,55300
2022-09-22,54600,54700,54300,12786510,54400
2022-09-23,54400,54900,54200,10555964,54500
2022-09-26,53700,54200,53600,15008449,53900
2022-09-27,53800,54200,53500,16631289,54200
2022-09-28,53900,54400,52500,19991129,52900
2022-09-29,53300,53700,52600,13882080,52600
2022-09-30,52300,53600,51800,22503249,53100
2022-10-04,55300,55400,54500,19148435,55200
2022-10-05,56900,57200,55400,22458970,56000
2022-10-06,56700,57300,56300,14944446,56300
2022-10-07,55900,56900,55200,16886813,56200
2022-10-11,54400,55700,54000,21437877,55400
2022-10-12,55700,57000,55200,18408910,55800
2022-10-13,55400,56100,55200,13784602,55200
2022-10-14,56200,56500,55800,12924326,56300
2022-10-17,55800,57000,55700,13641878,56600
2022-10-18,56700,57100,55800,14820702,56500
2022-10-19,56700,56900,55700,12660652,55800
2022-10-20,55200,56000,55100,17107653,55500
2022-10-21,55100,56300,55100,11456060,55900
2022-10-24,57000,57500,56700,16944503,57500
2022-10-25,57000,58600,57000,17405678,57700
2022-10-26,58000,59600,57700,20824967,59400
2022-10-27,59700,60100,58900,21756712,59500
2022-10-28,58900,59200,57200,20924937,57300
2022-10-31,58100,59900,58000,18999514,59400
2022-11-01,59900,60300,59500,17201647,60000
2022-11-02,59700,60000,59300,13202919,59600
2022-11-03,58600,59800,58100,17492162,59200
2022-11-04,59100,59500,58400,12445841,59400
2022-11-07,59700,60300,59400,12437246,60200
2022-11-08,60500,61900,60500,18273898,61800
2022-11-09,62000,62200,61300,14045592,62000
2022-11-10,61400,61500,60400,21087633,60400
2022-11-11,63100,63200,62300,20037163,62900
2022-11-14,62900,62900,61700,15973416,61900
2022-11-15,62200,62500,61600,12310986,62400
2022-11-16,62400,62700,61700,12909260,62700
2022-11-17,62000,62000,61300,13298296,61400
2022-11-18,61800,62400,61400,12236503,61800
2022-11-21,61400,61800,60800,9378097,61400
2022-11-22,60900,61200,60300,9411289,60600
2022-11-23,61200,61300,60700,8765050,61000
2022-11-24,61200,61700,60900,8125010,61400
2022-11-25,61400,61700,60800,6677933,61000
2022-11-28,60500,60500,59800,8589032,60100
2022-11-29,59900,60600,59800,7014160,60600
2022-11-30,60400,62200,60200,19768903,62200
2022-12-01,63100,63200,62300,16631445,62600
2022-12-02,62500,62500,60400,15331184,60400
2022-12-05,60900,61100,60000,13767787,60300
2022-12-06,59800,60100,59200,13888300,59200
2022-12-07,58800,59600,58500,12100662,58900
2022-12-08,58700,59200,58600,12986815,59200
2022-12-09,59300,60600,59300,10529632,60400
2022-12-12,59900,60000,59400,9036472,59500
2022-12-13,59600,60300,59400,9040873,59700
2022-12-14,59800,60600,59800,8207485,60500
2022-12-15,59800,60200,59300,8716039,59300
2022-12-16,58300,59500,58300,13033596,59500
2022-12-19,59500,59900,59100,7696187,59500
2022-12-20,59000,59100,58500,9284761,58600
2022-12-21,58700,59100,58000,10356971,58000
2022-12-22,58100,59100,58100,10720630,59100
2022-12-23,58200,58400,57700,9829407,58100
2022-12-26,58000,58100,57700,6756411,57900
2022-12-27,58000,58400,57900,10667027,58100
2022-12-28,57600,57600,56400,14665410,56600
2022-12-29,56000,56200,55300,11295935,55300
2023-01-02,55500,56100,55200,10031448,55500
2023-01-03,55400,56000,54500,13547030,55400
2023-01-04,55700,58000,55600,20188071,57800
2023-01-05,58200,58800,57600,15682826,58200
2023-01-06,58300,59400,57900,17334989,59000
2023-01-09,59700,60700,59600,18640107,60700
2023-01-10,60200,61100,59900,14859797,60400
2023-01-11,61000,61200,60300,12310751,60500
2023-01-12,61100,61200,59900,16102561,60500
2023-01-13,60500,61200,60400,12510328,60800
2023-01-16,61300,61600,60800,10039972,61100
2023-01-17,61200,61500,60600,9831456,61000
2023-01-18,60700,61000,59900,11584041,60400
2023-01-19,60500,61500,60400,12808490,61500
2023-01-20,62100,62300,61100,9646327,61800
2023-01-25,63500,63700,63000,16822710,63400
2023-01-26,63800,63900,63300,13278277,63900
2023-01-27,64400,65000,63900,18760182,64600
2023-01-30,64900,64900,63100,20995234,63300
2023-01-31,63500,63700,61000,29746731,61000
2023-02-01,62600,62700,61000,18570133,61800
2023-02-02,63200,63900,62600,23285983,63500
2023-02-03,63900,64000,63000,15194598,63800
2023-02-06,62800,63000,61600,15529356,61600
2023-02-07,61900,62500,61600,14491039,61900
2023-02-08,62800,63300,62400,12243125,63100
2023-02-09,63000,63300,62300,12164865,63000
2023-02-10,62600,63000,62400,9382576,62800
2023-02-13,62900,63000,62300,10730362,62900
2023-02-14,63600,63900,63200,9126664,63200
2023-02-15,63900,63900,62000,13208103,62200
2023-02-16,62500,63700,62400,13798831,63700
2023-02-17,62900,63300,62400,10791265,62600
2023-02-20,62900,63000,61800,12908073,62700
2023-02-21,62700,62800,62000,7665046,62100
2023-02-22,61500,61800,61000,11959088,61100
2023-02-23,61700,62500,61500,13047099,62000
2023-02-24,62300,62600,61300,10308143,61300
2023-02-27,60800,60800,60200,11155697,60500
2023-02-28,60800,61400,60500,13715861,60600
2023-03-02,60900,61800,60500,13095682,60800
2023-03-03,61000,61200,60500,10711405,60500
2023-03-06,61100,61600,60800,13630602,61500
2023-03-07,61400,61400,60700,11473280,60700
2023-03-08,60100,60500,59900,14161857,60300
2023-03-09,60500,60800,59900,14334499,60100
2023-03-10,59500,59700,59100,11902471,59500
2023-03-13,59900,60200,59300,12779724,60000
2023-03-14,59400,59500,59000,12147346,59000
2023-03-15,60000,60300,59600,10482149,59800
2023-03-16,59200,60200,59100,10611939,59900
2023-03-17,60800,61300,60600,14090110,61300
2023-03-20,61100,61200,60200,9618009,60200
2023-03-21,60500,60700,60100,8318514,60300
2023-03-22,61000,61200,60500,8978591,61100
2023-03-23,60600,62300,60600,15381057,62300
2023-03-24,62700,63300,62300,18278602,63000
2023-03-27,62600,62800,62000,11039331,62100
2023-03-28,62400,62900,62100,11614118,62900
2023-03-29,62500,62700,62200,11216008,62700
2023-03-30,63700,63700,63100,15684377,63200
2023-03-31,64000,64000,63700,14094479,64000
2023-04-03,64000,64000,63000,11973133,63100
2023-04-04,63400,63800,62800,11120514,63600
2023-04-05,63700,64000,63400,9176149,63900
2023-04-06,63500,63600,62300,14992747,62300
2023-04-07,63800,65200,63800,27476120,65000
2023-04-10,64800,66300,64700,18777166,65700
2023-04-11,66200,66200,65400,16323183,65900
2023-04-12,65800,66200,65300,15021313,66000
2023-04-13,65600,66100,65400,15091022,66100
2023-04-14,66600,66600,65000,16176490,65100
2023-04-17,65000,65600,64700,13486618,65300
2023-04-18,65900,66000,64800,14802060,65600
2023-04-19,65500,65800,65300,10255985,65500
2023-04-20,65100,65300,64600,9501169,65300
2023-04-21,65800,65900,65400,10538622,65700
2023-04-24,65300,65700,64800,12986581,65200
2023-04-25,65300,65400,63400,16193271,63600
2023-04-26,63600,64300,63300,12664541,64100
2023-04-27,64100,65000,63300,14779601,64600
2023-04-28,65200,65900,65000,19699481,65500
